Author	submission_status_viewed	user_enrolment_deleted	group_created	course_module_deleted	entry_created	assessable_uploaded	discussion_moved	user_graded	course_updated	course_section_updated	submission_viewed	role_unassigned	subscription_created	user_profile_viewed	user_deleted	course_module_instance_list_viewed	phase_switched	message_contact_unblocked	user_loggedin	tag_flagged	course_module_updated	message_contact_added	submission_created	grade_deleted	message_viewed	grading_table_viewed	course_module_viewed	discussion_created	tag_added	course_viewed	user_enrolment_created	user_report_viewed	blog_entries_viewed	subscription_deleted	blog_entry_updated	submission_reassessed	course_searched	email_failed	blog_comment_created	report_viewed	user_password_updated	discussion_viewed	tag_deleted	calendar_event_created	assessable_submitted	message_sent	submission_updated	discussion_deleted	user_created	discussion_subscription_deleted	user_loggedout	assessment_reevaluated	post_updated	group_member_added	user_loggedinas	grade_report_viewed	group_member_removed	user_login_failed	response_submitted	calendar_event_updated	discussion_subscription_created	tag_created	calendar_event_deleted	blog_association_created	post_deleted	group_updated	post_created	blog_entry_created	message_contact_removed	notes_viewed	role_assigned	course_created	course_module_created	assessment_evaluated	submission_assessed	folder_updated	role_capabilities_updated	tag_removed	submission_confirmation_form_viewed	blog_entry_deleted	user_list_viewed	activity_report_viewed	message_contact_blocked	blog_comment_deleted	langpack_updated	submission_form_viewed	user_updated	ActionCount	Time
73	0	0	0	0	0	16	0	0	0	0	134	0	0	13	0	0	0	0	82	0	0	0	11	0	4	0	289	4	0	311	1	0	91	0	4	0	0	0	0	0	1	33	0	0	0	4	12	1	0	1	4	0	1	0	0	30	0	7	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	3	1073	19859
74	0	0	0	0	0	24	0	0	0	0	216	0	0	29	0	0	0	0	146	0	0	0	12	0	8	0	684	3	0	480	1	2	149	0	1	0	0	0	0	0	1	243	0	0	0	25	14	0	0	3	2	0	2	0	0	34	0	2	0	0	6	0	0	0	1	0	7	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2101	35088
75	0	0	0	0	0	8	0	0	0	0	56	0	0	5	0	0	0	0	56	0	0	0	15	0	2	0	156	1	0	118	1	0	52	0	1	0	0	0	0	0	0	2	0	0	0	1	15	0	0	0	19	0	0	0	0	4	0	6	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	522	10731
76	0	0	0	0	0	9	0	0	0	0	25	0	0	6	0	0	0	0	32	0	0	0	9	0	1	0	65	1	0	75	1	0	108	0	1	0	0	0	0	0	1	5	0	0	0	2	10	1	0	0	2	0	0	0	0	1	0	7	0	0	2	0	0	2	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	370	6049
77	0	0	0	0	0	15	0	0	0	0	68	0	0	11	0	0	0	0	81	0	0	0	8	0	4	0	237	3	0	209	1	1	139	0	4	0	0	0	0	0	1	60	0	0	0	36	8	0	0	0	0	0	0	0	0	13	0	2	0	0	2	0	0	5	0	0	4	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	919	23393
78	0	0	0	0	0	19	0	0	0	0	74	0	0	7	0	0	0	0	93	0	0	0	10	0	10	0	239	4	0	295	1	0	107	0	1	0	0	0	0	0	1	50	0	0	0	8	12	0	0	0	0	0	3	0	0	6	0	1	0	0	4	0	0	2	0	0	2	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	954	26291
79	0	0	0	0	0	17	0	0	0	0	78	0	0	6	0	0	0	0	90	0	0	0	11	0	5	0	287	4	0	305	1	1	59	0	2	0	0	0	0	0	1	106	0	0	0	13	12	0	0	0	2	0	0	0	0	2	0	2	0	0	3	0	0	2	0	0	2	2	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	1019	23747
80	0	0	0	0	0	13	0	0	0	0	32	0	0	20	0	0	0	0	51	0	0	0	8	0	6	0	162	2	0	156	1	0	120	0	4	0	0	0	0	0	1	36	0	0	0	23	8	0	0	0	5	0	0	0	0	5	0	1	0	0	3	0	0	5	0	0	3	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	671	27347
81	1	0	0	0	0	14	0	0	0	0	165	0	0	8	0	0	0	0	119	0	0	0	12	0	6	0	309	3	0	397	1	1	222	0	3	0	0	0	1	0	0	28	0	0	0	2	13	0	0	0	1	0	0	0	0	9	0	7	0	0	3	0	0	3	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1334	21713
82	3	0	0	0	0	11	0	0	0	0	34	0	0	8	0	0	0	0	70	0	0	0	11	0	1	0	258	0	0	274	1	2	111	0	1	0	0	0	0	0	0	21	0	0	0	0	13	0	0	0	3	0	0	0	0	15	0	8	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0	1	861	6782
83	0	0	0	0	0	15	0	0	0	0	76	0	0	10	0	0	0	0	73	0	0	0	8	0	7	0	165	2	0	231	1	0	63	0	12	0	0	0	0	0	1	35	0	0	0	31	10	0	0	0	2	0	0	0	0	2	0	4	0	0	3	0	0	0	0	0	3	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	761	13280
84	0	0	0	0	0	24	0	0	0	0	140	0	0	11	0	0	0	0	86	0	0	0	10	0	11	0	319	7	0	306	1	0	118	0	2	2	0	0	1	0	0	70	0	0	0	58	12	2	0	0	1	0	0	0	0	18	0	9	0	0	5	0	0	3	0	0	5	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1226	27904
85	1	0	0	0	0	19	0	0	0	0	106	0	0	20	0	0	0	0	78	0	0	0	12	0	2	0	266	1	5	287	1	0	129	0	4	0	0	0	0	0	1	46	0	0	0	0	13	0	0	0	3	0	0	0	0	8	0	26	0	0	1	1	0	5	0	0	8	1	0	0	1	0	0	0	1	0	0	0	0	0	17	0	0	0	0	0	2	1065	15473
86	0	0	0	0	0	12	0	0	0	0	54	0	0	6	0	0	0	0	64	0	0	0	10	0	0	0	125	1	0	152	1	0	76	0	1	0	0	0	0	0	1	10	0	0	0	34	10	0	0	0	5	0	0	0	0	3	0	14	0	0	0	0	0	2	0	0	2	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	587	10051
87	3	0	0	0	0	18	0	0	0	0	40	0	0	8	0	0	0	0	85	0	0	0	9	0	8	0	402	4	0	310	1	0	71	0	7	0	0	0	0	0	1	75	0	0	0	7	9	0	0	0	1	0	0	0	0	29	0	4	0	0	3	0	0	7	0	0	5	2	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	1114	18048
88	1	0	0	0	0	26	0	0	0	0	115	0	0	22	0	0	0	0	119	0	0	0	20	0	12	0	267	3	0	386	1	0	135	0	1	0	0	0	0	0	1	71	0	0	0	96	22	0	0	0	1	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	7	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	1320	22346
89	0	0	0	0	0	9	0	0	0	0	70	0	0	6	0	0	0	0	79	0	0	0	8	0	2	0	143	1	0	199	1	0	190	0	1	1	0	0	0	0	1	4	0	0	0	1	8	0	0	0	5	0	0	0	0	11	0	4	0	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	752	15890
90	3	0	0	0	0	16	0	0	0	0	85	0	0	36	0	0	0	0	108	0	0	0	9	0	7	0	357	4	0	446	1	2	299	0	9	0	0	0	0	0	0	235	0	0	0	22	9	0	0	0	3	0	0	0	0	16	0	3	0	0	4	0	0	5	1	0	4	2	0	0	1	0	0	0	2	0	0	0	0	0	14	0	0	0	0	1	6	1710	35741
91	0	0	0	0	0	10	0	0	0	0	30	0	0	8	0	0	0	0	55	0	0	0	12	0	3	0	135	2	0	168	1	0	65	0	2	0	0	0	0	0	1	3	0	0	0	10	12	0	0	0	1	0	0	0	0	8	0	24	0	0	2	0	0	1	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	558	8257
92	3	0	0	0	0	11	0	0	0	0	23	0	0	11	0	0	0	0	102	0	0	0	12	0	4	0	250	1	0	230	1	0	73	0	3	0	0	0	0	0	1	14	0	0	0	24	12	0	0	0	8	0	0	0	0	15	0	2	0	0	2	0	0	4	0	0	2	1	0	0	1	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	1	820	14880
93	0	0	0	0	0	16	0	0	0	0	50	0	0	7	0	0	0	0	94	0	0	0	13	0	2	0	164	2	0	237	1	0	117	0	1	0	0	0	0	0	1	23	0	0	0	26	14	0	0	0	0	0	0	0	0	9	0	7	0	0	1	0	0	2	1	0	4	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	797	13467
94	1	0	0	0	0	21	0	0	0	0	48	0	0	13	0	0	0	0	82	0	0	0	9	0	7	0	208	5	0	216	1	4	73	0	1	0	0	0	2	0	1	34	0	0	0	41	9	0	0	1	1	0	4	0	0	26	0	3	0	0	6	0	0	0	0	0	3	1	0	0	1	0	0	0	2	0	0	0	0	0	5	0	0	1	0	0	1	831	15542
95	0	0	0	0	0	21	0	0	0	0	158	0	0	31	0	0	0	0	140	0	0	0	10	0	1	0	289	5	0	347	1	2	158	0	5	0	0	0	0	0	0	25	0	0	0	1	13	0	0	0	0	0	3	0	0	10	0	4	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1230	15227
96	1	0	0	0	0	36	0	0	0	0	207	0	1	11	0	0	0	0	97	0	0	0	15	0	5	0	438	9	0	538	1	2	93	1	3	3	1	0	0	0	1	115	0	0	0	56	17	0	0	1	1	0	10	0	0	10	0	2	0	0	4	0	0	5	0	0	4	2	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	1697	23437
97	4	0	0	0	0	30	0	0	0	0	218	0	0	21	0	0	0	0	278	0	0	0	14	0	33	0	515	4	0	716	1	6	265	0	10	0	0	0	0	0	1	161	0	0	1	176	14	0	0	0	1	0	1	0	0	19	0	8	0	0	6	0	0	1	0	0	13	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	2	2526	47199
98	1	0	0	0	0	20	0	0	0	0	119	0	1	15	0	0	0	0	166	0	0	0	9	0	222	0	371	4	0	475	1	1	63	0	2	1	1	0	0	0	0	84	0	0	0	18	13	1	0	0	12	0	0	0	0	75	0	14	0	0	2	0	0	0	0	0	3	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1700	61828
99	1	0	0	0	0	15	0	0	0	0	109	0	0	41	0	0	0	0	131	0	0	0	9	0	1	0	306	1	0	396	1	0	108	0	6	1	0	0	0	0	1	30	0	0	0	0	13	0	0	0	6	0	1	0	0	13	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	18	0	0	0	0	0	12	1226	19189
100	7	0	0	0	0	21	0	0	0	0	43	0	0	17	0	0	0	0	118	0	0	1	9	0	10	0	265	1	0	370	1	1	105	0	2	0	0	0	0	0	1	69	0	0	1	23	8	0	0	1	2	0	4	0	0	12	0	2	0	0	3	0	0	2	0	0	7	2	0	0	1	0	0	0	2	0	0	0	0	1	6	0	0	0	0	1	3	1122	18339
101	1	0	0	0	0	18	0	0	0	0	119	0	0	14	0	0	0	0	149	0	0	0	10	0	9	0	303	3	0	426	1	0	148	0	31	0	0	0	1	0	1	76	0	0	0	7	13	0	0	1	1	0	1	0	0	12	0	0	0	0	4	0	0	3	0	0	2	5	0	0	1	0	0	0	2	0	0	0	0	3	2	0	0	0	0	0	1	1368	22965
102	0	0	0	0	0	11	0	0	0	0	48	0	0	7	0	0	0	0	76	0	0	0	8	0	3	0	117	2	0	207	1	1	204	0	1	1	0	0	0	0	1	15	0	0	0	2	9	1	0	0	1	0	0	0	0	19	0	15	0	0	2	0	0	2	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	759	11679
103	0	0	0	0	0	15	0	0	0	0	63	0	0	13	0	0	0	0	81	0	0	0	9	0	3	0	227	3	3	276	1	0	108	0	2	1	0	0	0	0	1	34	0	0	0	17	10	0	0	2	0	0	1	0	0	3	0	0	0	0	4	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	884	15837
104	2	0	0	0	0	11	0	0	0	0	103	0	0	31	0	0	0	0	97	0	0	0	14	0	3	0	263	2	2	416	1	0	203	0	11	1	0	0	1	0	0	28	1	0	0	2	15	0	0	1	5	0	0	0	0	26	0	12	0	0	3	1	0	7	0	0	0	8	0	0	1	0	0	0	2	0	0	1	0	7	0	0	0	0	0	0	2	1283	21195
105	2	0	0	0	0	29	0	0	0	0	43	0	0	14	0	0	0	0	163	0	0	0	15	0	7	0	406	8	0	525	1	4	90	0	1	3	0	0	0	0	1	111	0	0	0	8	15	0	0	2	1	0	5	0	0	24	0	13	0	0	5	0	0	2	0	0	5	1	0	0	1	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	2	1515	22585
106	0	0	0	0	0	14	0	0	0	0	122	0	1	19	0	0	0	0	118	0	0	0	13	0	7	0	322	1	0	448	1	1	105	0	2	1	0	0	0	0	0	60	0	0	0	2	14	0	0	0	6	0	0	0	0	19	0	0	0	0	1	0	0	3	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	38	0	0	0	0	0	1	1324	20367
107	1	0	0	0	0	7	0	0	0	0	32	0	0	3	0	0	0	0	39	0	0	0	13	0	0	0	108	0	0	142	1	0	39	0	1	0	0	0	0	0	1	2	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	415	8418
108	2	0	0	0	0	26	0	0	0	0	248	0	0	83	0	0	0	0	119	0	0	1	12	0	9	0	521	4	0	607	1	2	241	0	47	2	0	0	2	0	1	151	0	0	0	54	13	1	0	0	4	0	6	0	0	64	0	2	0	0	7	0	0	0	1	0	6	4	1	0	1	0	0	0	2	0	0	0	0	2	25	0	0	0	0	1	1	2274	38083
109	0	0	0	0	0	21	0	0	0	0	83	0	0	20	0	0	0	0	101	0	0	0	19	0	1	0	227	4	11	316	1	0	103	0	6	0	0	0	0	0	0	39	4	0	0	1	20	3	0	1	1	0	0	0	0	1	0	5	0	0	4	5	0	9	0	0	0	5	0	0	1	0	0	0	2	0	0	4	0	4	0	0	0	0	0	0	2	1024	18458
110	0	0	0	0	0	20	0	0	0	0	44	0	0	5	0	0	0	0	94	0	0	0	16	0	1	0	245	1	0	292	1	0	221	0	12	0	0	0	0	0	1	67	0	0	0	69	17	0	0	0	13	0	0	0	0	9	0	5	0	0	1	0	0	4	1	0	6	12	0	0	1	0	0	0	1	0	0	0	0	11	1	0	0	0	0	0	1	1172	23973
111	2	0	0	0	0	12	0	0	0	0	86	0	0	30	0	0	0	0	70	0	0	0	8	0	5	0	215	1	0	137	1	0	108	0	7	0	0	0	0	0	1	32	0	0	0	30	9	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	7	0	0	2	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	777	18056
112	0	0	0	0	0	10	0	0	0	0	104	0	1	13	0	0	0	0	114	0	0	0	8	0	1	0	281	1	0	295	1	0	97	1	2	0	0	0	0	0	1	37	0	0	0	14	8	0	0	0	44	0	0	0	0	15	0	18	0	0	1	0	0	0	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	2	1078	24197
113	0	0	0	0	0	30	0	0	0	0	151	0	0	12	0	0	0	0	148	0	0	0	12	0	8	0	365	6	0	381	1	2	89	0	2	0	0	0	2	0	1	65	0	0	0	160	14	0	0	0	4	0	1	0	0	9	0	3	0	0	3	0	0	3	0	0	12	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	1491	23733
114	0	0	0	0	0	9	0	0	0	0	28	0	0	5	0	0	0	0	75	0	0	0	9	0	2	0	122	1	0	162	1	0	57	0	2	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	2	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	501	6304
115	0	0	0	0	0	8	0	0	0	0	14	0	1	7	0	0	0	0	47	0	0	0	19	0	239	0	196	1	0	196	1	0	165	0	1	1	0	0	0	0	1	20	0	0	0	2	20	0	0	0	1	0	0	0	0	4	0	5	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	955	44937
116	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	11	0	0	16	1	0	26	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	624
117	0	0	0	0	0	17	0	0	0	0	243	0	2	18	0	0	0	0	140	0	0	0	17	0	245	0	413	2	0	220	1	3	169	0	8	2	0	0	0	0	1	76	0	0	0	18	18	0	0	0	3	0	0	0	0	16	0	4	0	0	4	0	0	7	0	0	4	2	0	0	1	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	3	1662	61765
118	0	0	0	0	0	7	0	0	0	0	23	0	0	38	0	0	0	0	39	0	0	0	8	0	1	0	58	0	0	27	1	0	28	0	2	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	250	5030
119	1	0	0	0	0	17	0	0	0	0	97	0	0	18	0	0	0	0	119	0	0	0	11	0	4	0	215	1	0	314	1	2	244	0	6	0	0	0	3	0	1	35	0	0	0	20	13	0	0	1	3	0	1	0	0	23	0	7	0	0	3	0	0	3	0	0	4	2	0	0	1	0	0	0	2	0	0	0	0	1	20	0	0	0	0	0	4	1197	21167
120	0	0	0	0	0	21	0	0	0	0	23	0	0	9	0	0	0	0	93	0	0	0	9	0	18	0	210	9	1	215	1	0	40	0	1	0	0	0	0	0	1	47	0	0	0	91	9	0	0	1	2	0	0	0	0	1	0	2	0	0	10	1	0	2	0	0	3	1	0	0	1	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	3	831	12407
121	2	0	0	0	0	10	0	0	0	0	34	0	0	7	0	0	0	0	77	0	0	0	12	0	1	0	134	0	0	174	1	2	81	0	3	0	0	0	1	0	0	37	0	0	0	0	13	0	0	0	2	0	0	0	0	3	0	3	0	0	0	0	0	5	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	2	0	0	0	0	1	3	613	7749
122	2	0	0	0	0	9	0	0	0	0	29	0	0	31	0	0	0	0	41	0	0	0	7	0	1	0	159	0	0	218	1	4	149	0	2	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	1	25	0	0	0	0	0	6	706	7108
123	1	0	0	0	0	23	0	0	0	0	186	0	0	14	0	0	0	0	160	0	0	0	11	0	8	0	505	6	0	702	1	2	127	0	2	0	1	0	1	0	1	152	0	0	0	14	12	0	0	0	1	0	0	0	0	18	0	5	0	0	5	0	0	3	0	0	6	1	0	0	1	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	1	1977	32807
124	3	0	0	0	0	32	0	0	0	0	142	0	1	144	0	0	0	0	132	0	0	1	15	0	189	0	273	3	0	360	1	5	119	1	5	0	0	0	2	0	1	78	0	0	0	42	21	0	0	2	2	0	4	0	0	7	0	19	0	0	4	0	0	6	0	0	6	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1626	44663
125	2	0	0	0	0	18	0	0	0	0	164	0	0	12	0	0	0	0	112	0	0	0	11	0	5	0	262	2	0	308	1	0	111	0	2	0	0	0	1	0	1	49	0	0	1	39	10	0	0	4	2	0	3	0	0	4	0	4	0	0	6	0	0	4	0	0	2	2	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1	2	1150	23617
126	2	0	0	0	0	15	0	0	0	0	46	0	0	17	0	0	0	0	59	0	0	0	8	0	3	0	219	2	0	112	1	8	79	0	1	0	0	0	0	0	0	93	0	0	0	2	9	0	0	0	4	0	0	0	0	4	0	13	0	0	2	0	0	0	0	0	4	1	0	0	1	0	0	0	2	0	0	0	0	0	36	0	0	0	0	0	1	744	10255
127	1	0	0	0	0	18	0	0	0	0	69	0	0	23	0	0	0	0	151	0	0	0	12	0	5	0	431	2	0	437	1	0	167	0	15	1	0	0	1	0	2	55	0	0	0	2	16	0	0	0	1	0	0	0	0	38	0	19	1	0	2	0	0	16	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	12	0	0	0	0	1	3	1506	28426
128	1	0	0	0	0	10	0	0	0	0	72	0	1	12	0	0	0	0	63	0	0	0	8	0	228	0	169	2	0	193	1	0	85	0	3	0	0	0	2	0	1	21	0	0	0	1	8	0	0	4	3	0	0	0	0	3	0	2	0	0	6	0	0	4	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	908	47063
129	1	0	0	0	0	17	0	0	0	0	88	0	0	4	0	0	0	0	98	0	0	0	8	0	4	0	195	2	0	281	1	0	62	0	2	0	0	0	0	0	1	80	0	0	0	29	8	0	0	2	1	0	0	0	0	4	0	2	0	0	3	0	0	0	0	0	7	2	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	3	909	13462
130	0	0	0	0	0	19	0	0	0	0	84	0	0	4	0	0	0	0	107	0	0	0	9	0	12	0	248	6	0	341	1	7	140	0	9	0	0	0	0	0	0	47	0	0	0	43	12	0	0	0	0	0	0	0	0	4	0	4	0	0	5	0	0	4	0	0	2	3	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1116	23531
131	0	0	0	0	0	11	0	0	0	0	114	0	0	14	0	0	0	0	73	0	0	0	8	0	0	0	224	2	0	201	1	7	39	0	2	0	0	0	0	0	1	20	0	0	0	0	9	1	0	1	10	0	0	0	0	15	0	8	0	0	3	0	0	3	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	3	784	12013
132	0	0	0	0	0	20	0	0	0	0	87	0	0	45	0	0	0	0	70	0	0	0	11	0	11	0	299	5	0	159	1	3	112	0	6	0	0	0	0	0	1	65	0	0	0	9	12	0	0	2	0	0	1	0	0	6	0	12	0	0	6	0	0	0	0	0	5	4	0	0	1	0	0	0	1	0	0	0	0	4	9	0	0	0	0	0	0	967	21635
133	0	0	0	0	0	11	0	0	0	0	46	0	0	12	0	0	0	0	82	0	0	0	10	0	1	0	152	1	0	179	1	0	84	0	2	0	0	0	0	0	1	4	0	0	0	1	10	0	0	0	1	0	0	0	0	2	0	12	0	0	1	0	0	3	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	1	627	10204
134	0	0	0	0	0	13	0	0	0	0	55	0	0	12	0	0	0	0	71	0	0	1	14	0	2	0	174	2	1	142	1	0	104	0	3	0	0	0	0	0	0	12	1	0	0	2	16	0	0	0	29	0	1	0	0	8	0	0	0	0	1	1	0	4	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	677	13983
135	0	0	0	0	0	16	0	0	0	0	169	0	1	46	0	0	0	0	160	0	0	0	9	0	261	0	345	2	0	461	1	0	183	0	2	1	0	0	0	0	2	52	0	0	0	6	13	0	0	0	41	0	0	0	0	13	0	11	0	0	3	0	0	3	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	90	0	0	0	0	0	0	1895	60673
136	0	0	0	0	0	14	0	0	0	0	178	0	0	18	0	0	0	0	119	0	0	0	9	0	6	0	482	4	0	356	1	0	58	0	2	0	0	0	1	0	0	46	0	0	0	17	9	0	0	0	2	0	0	0	0	11	0	4	0	0	4	0	0	2	0	0	1	2	0	0	1	0	0	0	2	0	0	0	0	1	8	0	0	0	0	0	1	1359	23417
137	0	0	0	0	0	12	0	0	0	0	34	0	0	16	0	0	0	0	38	0	0	0	11	0	2	0	109	1	0	88	1	0	43	0	1	0	0	0	0	0	1	3	0	0	0	1	11	0	0	0	0	0	0	0	0	10	0	25	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	413	5302
138	0	0	0	0	0	13	0	0	0	0	121	0	0	27	0	0	0	0	85	0	0	0	17	0	1	0	280	0	0	230	1	0	76	0	1	1	0	0	4	0	1	19	0	0	0	12	17	0	0	0	7	0	0	0	0	3	0	2	0	0	0	0	0	2	0	0	2	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	927	14591
139	0	0	0	0	0	19	0	0	0	0	100	0	1	7	0	0	0	0	92	0	0	0	10	0	16	0	252	2	0	261	1	2	79	0	3	0	0	0	0	0	1	44	0	0	0	39	12	0	0	0	2	0	0	0	0	19	0	5	0	0	2	0	0	3	0	0	6	2	0	0	1	0	0	0	1	0	0	0	0	1	10	0	0	0	0	0	1	994	18181
140	0	0	0	0	0	13	0	0	0	0	67	0	0	5	0	0	0	0	43	0	0	0	10	0	2	0	150	1	0	121	1	0	25	0	2	0	0	0	0	0	2	18	0	0	0	3	11	0	0	0	1	0	0	0	0	13	0	14	0	0	2	0	0	3	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	512	10929
141	1	0	0	0	0	21	0	0	0	0	96	0	2	9	0	0	0	0	156	0	0	0	10	0	303	0	604	3	0	352	1	0	733	1	7	0	0	0	0	0	1	211	0	0	0	4	17	0	0	4	96	0	0	0	0	4	0	7	0	0	7	0	0	7	0	0	1	3	0	0	1	0	0	0	2	0	0	0	0	2	9	0	0	0	0	0	1	2676	106464
142	0	0	0	0	0	16	0	0	0	0	109	0	0	14	0	0	0	0	97	0	0	0	10	0	2	0	245	1	0	310	1	0	83	0	1	1	0	0	3	0	1	39	0	0	0	11	12	0	0	0	13	0	1	0	0	16	0	9	0	0	1	0	0	2	0	0	2	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	3	1008	22392
143	0	0	0	0	0	12	0	0	0	0	70	0	0	5	0	0	0	0	83	0	0	0	9	0	1	0	140	1	0	228	1	0	151	0	1	0	0	0	3	0	1	2	0	0	0	0	11	0	0	1	73	0	1	0	0	7	0	7	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	816	21118
144	2	0	0	0	0	22	0	0	0	0	115	0	0	23	0	0	0	0	119	0	0	0	12	0	2	0	351	1	0	376	1	0	156	0	1	0	0	0	0	0	1	96	0	0	0	1	13	0	0	0	0	0	0	0	0	13	0	1	0	0	1	0	0	2	0	0	8	1	0	0	1	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	1	1329	23775
145	0	0	0	0	0	16	0	0	0	0	64	0	0	7	0	0	0	0	84	0	0	0	12	0	9	0	171	1	0	180	1	0	86	0	1	1	0	0	0	0	1	31	0	0	0	57	14	0	0	0	7	0	0	0	0	6	0	10	0	0	4	0	0	0	0	0	4	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	772	15704
